,tweet_id,sentiment,tweet
1805,1.24E+18,1, heavy legal and financial action should be taken against all these criminals who are coming from abroad and knowingly endangering life s of thousands of india kanikakapoorcriminal coronavirusoutbreakindi
1806,1.24E+18,1,  the young actors have something to say its time to be zyada savdhan and do corona ka punchnama indiafightscorona 
1807,1.24E+18,1,  finally our compain shows a positive result fir filed against kanikakapoor on the orders of cm fo 
1808,1.24E+18,1,  the young actors have something to say its time to be zyada savdhan and do corona ka punchnama indiafightscorona 
1809,1.24E+18,1,  shaheersheikh on shutdown due to corona virus it s a good step taken by the industry health is more impo ant 
1810,1.24E+18,1,  popular front of india organized interactive session for volunteers on covid 19 at eruvadi tamilnadu covid2019india c 
1811,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
1812,1.24E+18,1,we did so little to improve minimum infrastructure to suppo  life in this country if its gonna be long lockdown you will see more death than corona can kill just by starving its a two way knife stop hiding if you have been out of the country coronavirusoutbreakindia
1813,1.24E+18,1,  daughter of an ias son of a kolkata officer son of railway official and a famous elite singer all these are very in 
1814,1.24E+18,1,  corona sta s hitting bollywood singer kanikakapoor tests positive for covid19 she returned from uk last sunday 
1815,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
1816,1.24E+18,1,  good evening to all today ashok nagara traffic police conducted corona awareness program at residency road cash pharm 
1817,1.24E+18,0,  if you ve ever traveled abroad you ll know it is practically impossible to hide in the bathroom and escape screening th 
1818,1.24E+18,0,  a muslim activist in india claims coronavirusoutbreakindia will not harm muslims as the word corona comes from the quran 
1819,1.24E+18,1, there are rumours spreading in social media that whole railway service has stopped due to corona virus epidemic is this true 
1820,1.24E+18,1,  let us heed these impo ant words of our champion shuttlers indiafightscorona 
1821,1.24E+18,1,  so good to hear this suppo ive action by which has committed rs 100 crore to help in fight against corona and is re 
1822,1.24E+18,0,  shaheen bagh is still on mosques are open muiiahs are saying corona won t harm if you read qalma tiktokiye are m 
1823,1.24E+18,1,  a bollywood singer came back from uk hide her travel history threw a pa y in a 5 sta  hotel and now found positive o 
1824,1.24E+18,1,  the young actors have something to say its time to be zyada savdhan and do corona ka punchnama indiafightscorona 
1825,1.24E+18,1,  speed and precision have been the fo e of these excellent players time for india to act speedily and methodically to co 
1826,1.24E+18,0,considering the current novel corona virus covid 19 outbreak situation the club management has decided to close the office of mohun bagan athletic club till 31st march 2020
1827,1.24E+18,1,  the most informative video on corona so far pls do watch 
1828,1.24E+18,0,  shaheen bagh is still on mosques are open muiiahs are saying corona won t harm if you read qalma tiktokiye are m 
1829,1.24E+18,1,  the young actors have something to say its time to be zyada savdhan and do corona ka punchnama indiafightscorona 
1830,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
1831,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
1832,1.24E+18,0,  had a meeting wid mss of all del govt hospitals if corona spreads widely in future our hospitals shud be prepared to 
1833,1.24E+18,1,  speed and precision have been the fo e of these excellent players time for india to act speedily and methodically to co 
1834,1.24E+18,0,  shaheen bagh is still on mosques are open muiiahs are saying corona won t harm if you read qalma tiktokiye are m 
1835,1.24E+18,0,  i pledge that i ll strictly follow janta curfew this sunday from 7am to 9pm so that we strengthen india s fight against the c 
1836,1.24E+18,1,  landed in mumbai from ny it was so gratifying to see how strictly but politely amp competently our authorities at the airpo 
1837,1.24E+18,0,  ai el india why do you exist what s the purpose of those big network towers i would like to shift that place in indi 
1838,1.24E+18,0,corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people 
1839,1.24E+18,1,  the young actors have something to say its time to be zyada savdhan and do corona ka punchnama indiafightscorona 
1840,1.24E+18,0,  china to brief 10 nations through video conferencing on corona pm modi shows the path worlds following it 
1841,1.24E+18,0,  athletes and achievers from various spo s are raising awareness about the nation s battle against coronavirus let us ta 
1842,1.24E+18,1,  not a single news channel is going to dare broadcast the news that saudi arabia has suspended friday prayers in mecca and me 
1843,1.24E+18,1,  this lady from mohali was tested positive for corona these confirmed cases of corona virus not cooperating with health c 
1844,1.24E+18,1,  mygov corona helpdesk launched on whatsapp get relevant information by texting namaste to 9013151515 please share widely 
1845,1.24E+18,1,  let us heed these impo ant words of our champion shuttlers indiafightscorona 
1846,1.24E+18,0,  shaheen bagh is still on mosques are open muiiahs are saying corona won t harm if you read qalma tiktokiye are m 
1847,1.24E+18,0, these are hypocrites feared with corona but will not go to shaheen bagh
1848,1.24E+18,1,  much appreciated dhanyawad ji 
1849,1.24E+18,0,  athletes and achievers from various spo s are raising awareness about the nation s battle against coronavirus let us ta 
1850,1.24E+18,1,  kanika kapoor played a best victim card she just told that she is a single mother and hence she is ge 
1851,1.24E+18,1,  corona is spreading rapidly across the world looking for a way to get stats about the current situation that s w 
1852,1.24E+18,0, why you all are trying to educate shaheenbagh b c they are not in a position to understand the things so please focus on corona issues as well as on other issues respectively 
1853,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
1854,1.24E+18,0,  a m slim woman says corona has come from qur n corona means qur n illiterate idiots like her are more dangerous than the coro 
1855,1.24E+18,1,  baby doll kanikakapoor new song will be baby doll main corona ki amp she will say its my choice 
1856,1.24E+18,0,  as a doctor my self and as wife of a doctor who is working with corona virus patients let me assure you that we don t w 
1857,1.24E+18,0,  explosive batsmen who ve seen teams through crises have something to say to us we too will come together to fight covid 
1858,1.24E+18,1,  awwdorable and cute pic of pa h and his naani via on insta unfiltered love naani in the midst of 
1859,1.24E+18,0,  being a cancer patient i am scared of covid 19 if you catch corona you may recover but people like us who are immunodefici 
1860,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
1861,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
1862,1.24E+18,1,thala fans thalapathy fans sweet gesture thalapathy fans give away free masks to public as an awareness for corona coronavirusoutbreakindia coronavirusupdate covid2019 coronavirusindia 
1863,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
1864,1.24E+18,1,  the young actors have something to say its time to be zyada savdhan and do corona ka punchnama indiafightscorona 
1865,1.24E+18,0,  athletes and achievers from various spo s are raising awareness about the nation s battle against coronavirus let us ta 
1866,1.24E+18,0,  explosive batsmen who ve seen teams through crises have something to say to us we too will come together to fight covid 
1867,1.24E+18,1,  speed and precision have been the fo e of these excellent players time for india to act speedily and methodically to co 
1868,1.24E+18,1,  not a single news channel is going to dare broadcast the news that saudi arabia has suspended friday prayers in mecca and me 
1869,1.24E+18,1,  the young actors have something to say its time to be zyada savdhan and do corona ka punchnama indiafightscorona 
1870,1.24E+18,1,  landed in mumbai from ny it was so gratifying to see how strictly but politely amp competently our authorities at the airpo 
1871,1.24E+18,1,  the young actors have something to say its time to be zyada savdhan and do corona ka punchnama indiafightscorona 
1872,1.24E+18,1,  the young actors have something to say its time to be zyada savdhan and do corona ka punchnama indiafightscorona 
1873,1.24E+18,0,italy totally failed to fight against corona virus it was too late for lock down when they found 100 corona patients they should force for lock down for 15 days at least but now its too late now lock down should be above 3 months jai hind 
1874,1.24E+18,1,  much concerned about vasundhara ji and her son amp mp dushyant ji who also attended a dinner with a ist kanikakapoor 
1875,1.24E+18,1,  much concerned about vasundhara ji and her son amp mp dushyant ji who also attended a dinner with a ist kanikakapoor 
1876,1.24E+18,1,  the young actors have something to say its time to be zyada savdhan and do corona ka punchnama indiafightscorona 
1877,1.24E+18,1,  president of india met with dushyant singh who met with kanikakapoor who tested positive for corona in parliament others coul 
1878,1.24E+18,0,  corona suspect from ballarshah admitted to mgmh in warangal 
1879,1.24E+18,0,what if humans are virus and corona virus is vaccine ea h getting time to recover a bit 
1880,1.24E+18,0,  explosive batsmen who ve seen teams through crises have something to say to us we too will come together to fight covid 
1881,1.24E+18,0,india united against corona indiafightscorona coronastopkarona isuppo  isuppo jantacurfew isuppo jantacurfue 
1882,1.24E+18,0,  i m laughing and crying just saw an interview with a tawainese doctor that when asked why taiwan responded well to coro 
1883,1.24E+18,0,  being a cancer patient i am scared of covid 19 if you catch corona you may recover but people like us who are immunodefici 
1884,1.24E+18,1, what are you talking about she knew corona she knew she is traveling from different country she knew she supposed to be in self isolation her act cannot be justified in any way
1885,1.24E+18,0,  corona virus singer kanika kapoor should be fo hwith arrested amp charge for murder etc 
1886,1.24E+18,1,  let us heed these impo ant words of our champion shuttlers indiafightscorona 
1887,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
1888,1.24E+18,1,  as someone said our grandparents were asked to go to war we those of us with economic privilege are only being asked to sit 
1889,1.24E+18,1,  chennaimetro metro inspection crossed nandanam glad to see travelers maintain safe distance our nursing students 
1890,1.24E+18,0,  centre approached supreme cou  to stop kerala from launching a welfare measure to give respite to keralites during cor 
1891,1.24E+18,1,  amidst the coronavirus scare no sense of social distancing at the press conference called by cm kamal nath when i asked the re 
1892,1.24E+18,0, nbc employee larryedgewo h dies after coronavirus diagnosis corona larry riplarryedgewo h 
1893,1.24E+18,0,  athletes and achievers from various spo s are raising awareness about the nation s battle against coronavirus let us ta 
1894,1.24E+18,0,  morning update of corona patient surat the patient is doing well and doctors told that patient had breakfast the t 
1895,1.24E+18,0,  shaheen bagh is still on mosques are open muiiahs are saying corona won t harm if you read qalma tiktokiye are m 
1896,1.24E+18,0, corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people kanikakapoor lucknow
1897,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
1898,1.24E+18,1, it won t disappear from those already affected which is quite a large by now and they would spread it again moreover it has surviving capacity of 1 or 2 days on few surfaces hence it won t be a corona mukt india by just a 14 hr cur
1899,1.24E+18,1,  president of india met with dushyant singh who met with kanikakapoor who tested positive for corona in parliament others coul 
1900,1.24E+18,1,  the young actors have something to say its time to be zyada savdhan and do corona ka punchnama indiafightscorona 
1901,1.24E+18,0,there is sho age of hand sanitizers there is no testing centre for corona virus in nagaland nagasfightcovid19
1902,1.24E+18,1,  kanika kapoor played a best victim card she just told that she is a single mother and hence she is ge 
1903,1.24E+18,0,  shaheen bagh is still on mosques are open muiiahs are saying corona won t harm if you read qalma tiktokiye are m 
1904,1.24E+18,1,  together we can fight with covid19 take some basic precautions to protect yourself and your loved ones appeals a 
1905,1.24E+18,1,social distancing for sometime so that we come back strong amp victorious stayhomestaysafe corona indiafightscorona covid 19 stayfit eathealthy workoutfromhome exerciseathome fitnessregime beresponsible rhinosgym rhinosfitness hornsup unitedwestand 
1906,1.24E+18,0,  why cant ppl just pray from their homes god resides inside us amp is omnipresent just shut ur eyes from wherever u r 
1907,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
1908,1.24E+18,1,  let us heed these impo ant words of our champion shuttlers indiafightscorona 
1909,1.24E+18,0,  shaheen bagh is still on mosques are open muiiahs are saying corona won t harm if you read qalma tiktokiye are m 
1910,1.24E+18,1,  the young actors have something to say its time to be zyada savdhan and do corona ka punchnama indiafightscorona 
1911,1.24E+18,1,don t be scared from kanika amp corona coronastopkarona prevention is better than cure be immunized kanikakapoor
1912,1.24E+18,0,  athletes and achievers from various spo s are raising awareness about the nation s battle against coronavirus let us ta 
1913,1.24E+18,0,  athletes and achievers from various spo s are raising awareness about the nation s battle against coronavirus let us ta 
1914,1.24E+18,0,  shaheen bagh is still on mosques are open muiiahs are saying corona won t harm if you read qalma tiktokiye are m 
1915,1.24E+18,0,it is not literate but privileged who bend our bureaucrats and get away 
1916,1.24E+18,1,  we have two options 1 carry corona with india with each case get upset take new calls amp measures panic amp unrest 2 clo 
1917,1.24E+18,1,  watch this cleric says recting the koran and offering namaz will keep corona virus at bay and this happened right 
1918,1.24E+18,0,  going home from college via road just entered lucknow the usual traffic the usual crowd the usual streets just some go 
1919,1.24E+18,0,  a muslim activist in india claims coronavirusoutbreakindia will not harm muslims as the word corona comes from the quran 
1920,1.24E+18,1,  latest corona update in india total confirmed cases 223 active cases 195 total recovered 23 total d 
1921,1.24E+18,0,  explosive batsmen who ve seen teams through crises have something to say to us we too will come together to fight covid 
1922,1.24E+18,1, virus we must lockdown entire country for few days people will face difficulty but better to suffer for few days compared to problems faced by countries like italy 
1923,1.24E+18,0,  corona originated in wuhan nov 17th announced on 31 dec in this period 5 million chinese traveled globally impacting na 
1924,1.24E+18,1,  kanika kapoor played a best victim card she just told that she is a single mother and hence she is ge 
1925,1.24E+18,1,  thalli po a new quarantine single by sid sriram mayajaal socialdistanacing quarentinelife coronavirusoutbreakindia 
1926,1.24E+18,0,  a pakistani s take on corona 
1927,1.24E+18,0,  shaheen bagh is still on mosques are open muiiahs are saying corona won t harm if you read qalma tiktokiye are m 
1928,1.24E+18,0,  mca has issued advisory to all cos amp llps to implement work from home policy to encounter corona it will deploy a simple yes 
1929,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
1930,1.24E+18,1,advise to use digital payment and be careful everyone we win against stopcorona fightagainstcoronavirus
1931,1.24E+18,1, that s not corona you are safe 
1932,1.24E+18,1,  this lady from mohali was tested positive for corona these confirmed cases of corona virus not cooperating with health c 
1933,1.24E+18,1,  speed and precision have been the fo e of these excellent players time for india to act speedily and methodically to co 
1934,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
1935,1.24E+18,1,  that son of a top official in west bengal amp kanika kapoor both dodged mandatory corona screening this is all you need to know 
1936,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
1937,1.24E+18,0,  shaheen bagh is still on mosques are open muiiahs are saying corona won t harm if you read qalma tiktokiye are m 
1938,1.24E+18,0, well said madam hope this corona will wipe out useless viruses in ruling too
1939,1.24E+18,0,  china repo ed to the world that it had noticed cases of pneumonia without any known etiology on 30 dec 2019 they repo ed 
1940,1.24E+18,1,  amidst the coronavirus scare no sense of social distancing at the press conference called by cm kamal nath when i asked the re 
1941,1.24E+18,0,we indian doctors were po rayed as villains in the international forum or may be it is corona which made everyone to realise how we risk our lives to treat these affected which no amount of money can compensate 
1942,1.24E+18,1,  much concerned about vasundhara ji and her son amp mp dushyant ji who also attended a dinner with a ist kanikakapoor 
1943,1.24E+18,0, please be quarantine for atleast 14 days irrespective of test repo  of health minister becz of indirect contact with corona ve person 
1944,1.24E+18,0,  shaheen bagh is still on mosques are open muiiahs are saying corona won t harm if you read qalma tiktokiye are m 
1945,1.24E+18,0,  a muslim activist in india claims coronavirusoutbreakindia will not harm muslims as the word corona comes from the quran 
1946,1.24E+18,1,  the young actors have something to say its time to be zyada savdhan and do corona ka punchnama indiafightscorona 
1947,1.24E+18,0,  dear j amp k administration here is corona ale  bangladesh is not in the list but you ve quarantined dozens of 
1948,1.24E+18,0,  explosive batsmen who ve seen teams through crises have something to say to us we too will come together to fight covid 
1949,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
1950,1.24E+18,0,well done completely exposed these guys who are distancing themselves away due to corona spread but still backing it jantacurfewvsshaheenbagh
1951,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
1952,1.24E+18,1,  much concerned about vasundhara ji and her son amp mp dushyant ji who also attended a dinner with a ist kanikakapoor 
1953,1.24E+18,0,  shaheen bagh is still on mosques are open muiiahs are saying corona won t harm if you read qalma tiktokiye are m 
1954,1.24E+18,0,  up police to register fir against kanikakapoor for putting others at risk of corona 
1955,1.24E+18,1,  this lady from mohali was tested positive for corona these confirmed cases of corona virus not cooperating with health c 
1956,1.24E+18,1,  the young actors have something to say its time to be zyada savdhan and do corona ka punchnama indiafightscorona 
1957,1.24E+18,1,  not a single news channel is going to dare broadcast the news that saudi arabia has suspended friday prayers in mecca and me 
1958,1.24E+18,1,  commie keralities want their cm to be pm for 2 months because apparently he is fighting corona virus in a better way th 
1959,1.24E+18,1,people not testing for the fear of being tested positive just like how women avoid getting breast cancer exam also the underlying fear of log kya kahenge samajik bahishkar man society s a bitch also whr to get tested thoda marketing ispe bhi kardo corona
1960,1.24E+18,0,  no masjid mosques will be closed in turkey from the threat corona virus turkish president i believe in allah co 
1961,1.24E+18,0, shaheenbagh is still on muiiahs are saying corona won t harm if you read qalma corona ke darr se sunnat nahi chhod de koi samjhao in bewakoofo ko saudiarabia closed mecca mosque over coronavirus coronavirusoutbreakindia coronavirusupdate 
1962,1.24E+18,0,  shaheen bagh is still on mosques are open muiiahs are saying corona won t harm if you read qalma tiktokiye are m 
1963,1.24E+18,0,  i pledge that i ll strictly follow janta curfew this sunday frm 7am to 9pm so that we strengthen india s fight against the coro 
1964,1.24E+18,0,  shaheen bagh is still on mosques are open muiiahs are saying corona won t harm if you read qalma tiktokiye are m 
1965,1.24E+18,0,  being a cancer patient i am scared of covid 19 if you catch corona you may recover but people like us who are immunodefici 
1966,1.24E+18,0,she fight against corona 
1967,1.24E+18,1,  it s time for us to act as responsible countrymen amp act on the advice of pm ji let s unite self quarantine amp 
1968,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
1969,1.24E+18,0,  she should be prosecuted this is a criminal act of negligence kanikakapoor we have to make people understand the storm t 
1970,1.24E+18,1,  that son of a top official in west bengal amp kanika kapoor both dodged mandatory corona screening this is all you need to know 
1971,1.24E+18,1,  kanika kapoor played a best victim card she just told that she is a single mother and hence she is ge 
1972,1.24E+18,1,  the young actors have something to say its time to be zyada savdhan and do corona ka punchnama indiafightscorona 
1973,1.24E+18,0,  a m slim woman says corona has come from qur n corona means qur n illiterate idiots like her are more dangerous than the coro 
1974,1.24E+18,0,  watch coronavirus is a ploy by amit shah and kejriwal to remove us claims shaheen bagh protestor 
1975,1.24E+18,0,the disastrous corona virus pandemic is crashing indian economy the govt must draft a comprehensive plan to steer our economy stable 
1976,1.24E+18,0,  shaheen bagh is still on mosques are open muiiahs are saying corona won t harm if you read qalma tiktokiye are m 
1977,1.24E+18,1,  chennaimetro metro inspection crossed nandanam glad to see travelers maintain safe distance our nursing students 
1978,1.24E+18,0,  because we believe in allah amp holy quran none of any virus can touch us we 
1979,1.24E+18,0,  as a doctor my self and as wife of a doctor who is working with corona virus patients let me assure you that we don t w 
1980,1.24E+18,1,latest breakthrough of treating corona virus from pakistan 
1981,1.24E+18,1,  kanika kapoor played a best victim card she just told that she is a single mother and hence she is ge 
1982,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
1983,1.24E+18,0,  shaheen bagh is still on mosques are open muiiahs are saying corona won t harm if you read qalma tiktokiye are m 
1984,1.24E+18,0,  cm shri appeals to the people of gujarat to follow the precautionary directives instead of getting panicked and 
1985,1.24E+18,1,  president of india met with dushyant singh who met with kanikakapoor who tested positive for corona in parliament others coul 
1986,1.24E+18,0,india public not take seriously against corona 
1987,1.24E+18,1,  awareness campaign on corona virus pandemic in salem my jeep in action
1988,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
1989,1.24E+18,1,  baby doll kanikakapoor new song will be baby doll main corona ki amp she will say its my choice 
1990,1.24E+18,1, good thought everyone please follow and break the chain of corona 
1991,1.24E+18,0,  up police to register fir against kanikakapoor for putting others at risk of corona 
1992,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
1993,1.24E+18,1,  here is a sincere request from the bottom of my hea  at least till this calamity corona exists let s use all kinds of 
1994,1.24E+18,0,  shaheen bagh is still on mosques are open muiiahs are saying corona won t harm if you read qalma tiktokiye are m 
1995,1.24E+18,0,there s a famous phrase quote for those bastards these are belongs to the pig family who always want to sink in sever we can t help it when they want it too badly 
1996,1.24E+18,0, respected sir in this critical time for stopping spreading of corona vir
1997,1.24E+18,1,  the young actors have something to say its time to be zyada savdhan and do corona ka punchnama indiafightscorona 
1998,1.24E+18,0,  its a war against corona 
1999,1.24E+18,1,  maharashtra health minister 2 corona positive in kasturba hospital critical 4 new cases of corona pos 
2000,1.24E+18,1,  president of india met with dushyant singh who met with kanikakapoor who tested positive for corona in parliament others coul 
2001,1.24E+18,1,  daughter of an ias son of a kolkata officer son of railway official and a famous elite singer all these are very in 
2002,1.24E+18,1,  this is awesome we request ajith suriya vikram dhansuh simbu sk vishal ka hi fans to continue 
2003,1.24E+18,1,  this lady from mohali was tested positive for corona these confirmed cases of corona virus not cooperating with health c 
2004,1.24E+18,0,  china to brief 10 nations through video conferencing on corona pm modi shows the path worlds following it 
2005,1.24E+18,1,  the young actors have something to say its time to be zyada savdhan and do corona ka punchnama indiafightscorona 
2006,1.24E+18,0,  congress camp is rattled since announced 20000 cr corona package a couple of years back they had verbal di 
2007,1.24E+18,1,  speed and precision have been the fo e of these excellent players time for india to act speedily and methodically to co 
2008,1.24E+18,0,  no one raised their voice against untouchablilty due to corona virus 
2009,1.24E+18,1,  this lady from mohali was tested positive for corona these confirmed cases of corona virus not cooperating with health c 
2010,1.24E+18,0, kanikakapoor celebrity how fcuk have no sense escaped from thermal screening in airpo  and now making all around her in deep trouble only foolishness of a stupid mindset kanikakapoorcriminal please don t do such thinks people who got positivecovid 19 indiafightscorona 
2011,1.24E+18,0,  shaheen bagh is still on mosques are open muiiahs are saying corona won t harm if you read qalma tiktokiye are m 
2012,1.24E+18,1,  daughter of an ias son of a kolkata officer son of railway official and a famous elite singer all these are very in 
2013,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
2014,1.24E+18,0,sometimes the sma est thing to do is to do nothing jantacurfew jantacurfewchallenge corona janta curfew janatacurfew janatacurfewmarch22 
2015,1.24E+18,1,  kanika kapoor sings special song for pm modi at uk s wembley stadium is this why kapoor escaped mandat 
2016,1.24E+18,1,  corona virus samples tested till now kerala 2921 28 positive karnataka 1143 15 ve telangana 498 16 ve tamil 
2017,1.24E+18,1,  kanika kapoor played a best victim card she just told that she is a single mother and hence she is ge 
2018,1.24E+18,1,  the young actors have something to say its time to be zyada savdhan and do corona ka punchnama indiafightscorona 
2019,1.24E+18,0,  a m slim woman says corona has come from qur n corona means qur n illiterate idiots like her are more dangerous than the coro 
2020,1.24E+18,0,  being a cancer patient i am scared of covid 19 if you catch corona you may recover but people like us who are immunodefici 
2021,1.24E+18,0,life of corona virus at one place is 12hrs and janta curfew is for 14hrs the places or points of public areas where corona may have survived will not be touched for 14 hrs and this will break the chain what we get after 14 hrs will be a safer country 
2022,1.24E+18,0,i am willing to bet my life savings that all those bastards who locked him up are savarna hindus with at least one brahmin 
2023,1.24E+18,1,  it has been more than 24 hours since tn health secretary told repo ers that the health depa ment will be releasing de 
2024,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
2025,1.24E+18,1,  watch this cleric says recting the koran and offering namaz will keep corona virus at bay and this happened right 
2026,1.24E+18,0,  just wanna go sit at marine drive and listen to lucky ali once this corona is gone meanwhile fuck off mainland china
2027,1.24E+18,0,  imagine if the corona virus breakout happened during italy based govt in india 
2028,1.24E+18,1,  kanika kapoor played a best victim card she just told that she is a single mother and hence she is ge 
2029,1.24E+18,0,  explosive batsmen who ve seen teams through crises have something to say to us we too will come together to fight covid 
2030,1.24E+18,1,  speed and precision have been the fo e of these excellent players time for india to act speedily and methodically to co 
2031,1.24E+18,0,  kanikakapoor returned from london to lucknow hid in the bathroom of airpo  and sneaked out without informing anyone a 
2032,1.24E+18,0,  the kings and queens and chanakya and lopamudras corona is not trouble it s spread can be disastrous we don t have medic 
2033,1.24E+18,1, hello sir with in 24 hours corona cases jumps from 142 to 250 need complete lockdown atleast for two weeks otherwise in would be unimaginable in india
2034,1.24E+18,1,  shri rahul gandhi ji was the first leader to ale  bjp govt about the impact if corona virus is not contained but our pm w 
2035,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
2036,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
2037,1.24E+18,1,  god is merciful and worshipping him after taking intiation from complete guru sant rampal ji maharaj your all sins w 
2038,1.24E+18,0,  a muslim activist in india claims coronavirusoutbreakindia will not harm muslims as the word corona comes from the quran 
2039,1.24E+18,0,once there was typhoid mary now here is corona kapoor ps analogy with hidden sarcasm kanikakapoor
2040,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
2041,1.24E+18,0,complete ban on entry of domestic and foreign tourists into the district in view of corona shimla news in hindi 
2042,1.24E+18,1,  kanika kapoor played a best victim card she just told that she is a single mother and hence she is ge 
2043,1.24E+18,0,  here i ask dr every question regarding corona virus do share it 
2044,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
2045,1.24E+18,0,  cancer or any other type of disease s like corona virus can be cure by taking initiation form saint rampal ji maharaj ji 
2046,1.24E+18,1,  that son of a top official in west bengal amp kanika kapoor both dodged mandatory corona screening this is all you need to know 
2047,1.24E+18,1,  love is in the air corona virus is in the air but kunal kamra ain t 
2048,1.24E+18,1,  coz of corona virus we are free from mujhseshadikaroge the show have ended on a good note thank you so much 
2049,1.24E+18,0,  china repo ed to the world that it had noticed cases of pneumonia without any known etiology on 30 dec 2019 they repo ed 
2050,1.24E+18,0,  scrifice by army soldiers for corona pandemic 
2051,1.24E+18,0,  no mainstream media is talking about what s happening in bhilwara 06 corona possitive doctor componder treated approx 6k 
2052,1.24E+18,0,  a muslim activist in india claims coronavirusoutbreakindia will not harm muslims as the word corona comes from the quran 
2053,1.24E+18,0,  year 2020 be like t20 except the stadium is empty congrats on the super over justice is served corona on th 
2054,1.24E+18,1, request to issue public policy for cancellation of full refund ticket due to corona disaster as same as irctc u can suppo  our nation in this way 
2055,1.24E+18,1,  the young actors have something to say its time to be zyada savdhan and do corona ka punchnama indiafightscorona 
2056,1.24E+18,1,  the young actors have something to say its time to be zyada savdhan and do corona ka punchnama indiafightscorona 
2057,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
2058,1.24E+18,0,  criminal negligence by kanikakapoor to not self isolate after return from abroad and host and attend pa ies instead clearly e 
2059,1.24E+18,0,  india united against corona indiafightscorona coronastopkarona 
2060,1.24E+18,1,  kanika kapoor played a best victim card she just told that she is a single mother and hence she is ge 
2061,1.24E+18,0,  let us all join the fight against corona virus on 22nd march from 7am to 9pm stayathomestaysafe
2062,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
2063,1.24E+18,1,  this lady from mohali was tested positive for corona these confirmed cases of corona virus not cooperating with health c 
2064,1.24E+18,1,  the young actors have something to say its time to be zyada savdhan and do corona ka punchnama indiafightscorona 
2065,1.24E+18,0,  shaheen bagh is still on mosques are open muiiahs are saying corona won t harm if you read qalma tiktokiye are m 
2066,1.24E+18,1,  let us heed these impo ant words of our champion shuttlers indiafightscorona 
2067,1.24E+18,0,  athletes and achievers from various spo s are raising awareness about the nation s battle against coronavirus let us ta 
2068,1.24E+18,1,  impo ant s delhi govt to pay the salaries of the contract workers daily wage labourers and guest t 
2069,1.24E+18,0,  shaheen bagh is still on mosques are open muiiahs are saying corona won t harm if you read qalma tiktokiye are m 
2070,1.24E+18,0,  corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
2071,1.24E+18,0,  china must be held accountable for spread of corona virus china must be stripped of its position as permanent memb 
2072,1.24E+18,0,  covid19 government created whatsapp chatbot on coronavirus it is called mygov corona helpdesk just save on whats 
2073,1.24E+18,0,  i pledge that i ll strictly follow janta curfew this sunday frm 7am to 9pm so that we strengthen india s fight against the coro 
2074,1.24E+18,0,  explosive batsmen who ve seen teams through crises have something to say to us we too will come together to fight covid 
2075,1.24E+18,0,  explosive batsmen who ve seen teams through crises have something to say to us we too will come together to fight covid 
2076,1.24E+18,0,karma not corona 
2077,1.24E+18,0,corona has proven that india s bigger problem is not illiteracy it is stupidity of literate people
